,time,glacier_number,glacier_name,katabaticity,u_obs,u_lin_response,u_lin_regression,u_era5,u_lin_response_era5,sensitivity,delay
1277,82,5,lirung,0.3002834415214933,0.15565402426760688,0,0,0.25265702734189444,0.280214757801861,0,0
1278,83,5,lirung,0.3002834415214933,0.07546171657529943,0,0,0.029042925912258877,0.13873459943734703,0,0
1279,84,5,lirung,0.3002834415214933,-0.06479469368111102,0,0,-0.18153400285837218,0.008708957767747013,0,0
1280,85,5,lirung,0.3002834415214933,-0.19030751419393155,0,0,-0.28669915271797103,-0.09223988058987581,0,0
1281,86,5,lirung,0.3002834415214933,-0.2208844372708545,0,0,-0.31797317738107234,-0.15427875539343042,0,0
1282,87,5,lirung,0.3002834415214933,-0.2683844372708546,0,0,-0.32272548559141473,-0.21125166123210956,0,0
1283,88,5,lirung,0.3002834415214933,-0.2847305911170085,0,0,-0.31414909703479704,-0.2701794798469029,0,0
1284,89,5,lirung,0.3002834415214933,-0.31503917787908353,0,0,-0.30233305886067957,-0.31664479690062686,0,0
1285,90,5,lirung,0.3002834415214933,-0.30929789880931613,0,0,-0.30075712515925146,-0.35217727733933213,0,0
1286,91,5,lirung,0.3002834415214933,-0.3380088363093161,0,0,-0.2795954255579167,-0.3884474628978371,0,0
1287,92,5,lirung,0.3002834415214933,-0.3462119613093161,0,0,-0.25657643053825596,-0.41266027540617695,0,0
1288,93,5,lirung,0.3002834415214933,-0.39816508630931613,0,0,-0.2289241351014325,-0.44752958115436525,0,0
1289,94,5,lirung,0.3002834415214933,-0.3839072738093161,0,0,-0.21504796920843572,-0.4796978078017878,0,0
1290,95,5,lirung,0.3002834415214933,-0.3733844372708546,0,0,-0.1822067753691975,-0.519058203902792,0,0
1291,96,5,lirung,0.3002834415214933,-0.3844648835421406,0,0,-0.21560023102885983,-0.3774208080514926,0,0
1292,97,5,lirung,0.3002834415214933,-0.2907625934658047,0,0,-0.29866850313768833,-0.06632998055034205,0,0
1293,98,5,lirung,0.3002834415214933,0.03278854397675346,0,0,-0.06138814440319218,0.17271321884395863,0,0
1294,99,5,lirung,0.3002834415214933,0.35128483065928295,0,0,0.2022401150355515,0.31076208006144745,0,0
1295,100,5,lirung,0.3002834415214933,0.6290339357230578,0,0,0.39704705223472736,0.43394991680563894,0,0
1296,101,5,lirung,0.3002834415214933,0.66752879201194,0,0,0.5548112307497535,0.5357066823285545,0,0
1297,102,5,lirung,0.3002834415214933,0.7044249272776405,0,0,0.6432419751801426,0.6062549213386328,0,0
1298,103,5,lirung,0.3002834415214933,0.6826079653882148,0,0,0.6645189981723381,0.6138268293536666,0,0
1299,104,5,lirung,0.3002834415214933,0.5166193897478978,0,0,0.5777620350238335,0.5522218053096917,0,0
1300,105,5,lirung,0.3002834415214933,0.35293969661053126,0,0,0.44285735429803696,0.43482220201852445,0,0
1301,106,5,lirung,0.3002834415214933,0.15565402426760688,0,0,0.25265702734189444,0.280214757801861,0,0
1302,107,5,lirung,0.3002834415214933,0.07546171657529943,0,0,0.029042925912258877,0.13873459943734703,0,0
1303,108,5,lirung,0.3002834415214933,-0.06479469368111102,0,0,-0.18153400285837218,0.008708957767747013,0,0
1304,109,5,lirung,0.3002834415214933,-0.19030751419393155,0,0,-0.28669915271797103,-0.09223988058987581,0,0
1305,110,5,lirung,0.3002834415214933,-0.2208844372708545,0,0,-0.31797317738107234,-0.15427875539343042,0,0
1306,111,5,lirung,0.3002834415214933,-0.2683844372708546,0,0,-0.32272548559141473,-0.21125166123210956,0,0
1307,112,5,lirung,0.3002834415214933,-0.2847305911170085,0,0,-0.31414909703479704,-0.2701794798469029,0,0
1308,113,5,lirung,0.3002834415214933,-0.31503917787908353,0,0,-0.30233305886067957,-0.31664479690062686,0,0
1309,114,5,lirung,0.3002834415214933,-0.30929789880931613,0,0,-0.30075712515925146,-0.35217727733933213,0,0
1310,115,5,lirung,0.3002834415214933,-0.3380088363093161,0,0,-0.2795954255579167,-0.3884474628978371,0,0
1311,116,5,lirung,0.3002834415214933,-0.3462119613093161,0,0,-0.25657643053825596,-0.41266027540617695,0,0
1312,117,5,lirung,0.3002834415214933,-0.39816508630931613,0,0,-0.2289241351014325,-0.44752958115436525,0,0
1313,118,5,lirung,0.3002834415214933,-0.3839072738093161,0,0,-0.21504796920843572,-0.4796978078017878,0,0
1314,119,5,lirung,0.3002834415214933,-0.3733844372708546,0,0,-0.1822067753691975,-0.519058203902792,0,0
1315,120,5,lirung,0.3002834415214933,-0.3844648835421406,0,0,-0.21560023102885983,-0.3774208080514926,0,0
1316,121,5,lirung,0.3002834415214933,-0.2907625934658047,0,0,-0.29866850313768833,-0.06632998055034205,0,0
1317,122,5,lirung,0.3002834415214933,0.03278854397675346,0,0,-0.06138814440319218,0.17271321884395863,0,0
1318,123,5,lirung,0.3002834415214933,0.35128483065928295,0,0,0.2022401150355515,0.31076208006144745,0,0
1319,124,5,lirung,0.3002834415214933,0.6290339357230578,0,0,0.39704705223472736,0.43394991680563894,0,0
1320,125,5,lirung,0.3002834415214933,0.66752879201194,0,0,0.5548112307497535,0.5357066823285545,0,0
1321,126,5,lirung,0.3002834415214933,0.7044249272776405,0,0,0.6432419751801426,0.6062549213386328,0,0
1322,127,5,lirung,0.3002834415214933,0.6826079653882148,0,0,0.6645189981723381,0.6138268293536666,0,0
1323,128,5,lirung,0.3002834415214933,0.5166193897478978,0,0,0.5777620350238335,0.5522218053096917,0,0
1324,129,5,lirung,0.3002834415214933,0.35293969661053126,0,0,0.44285735429803696,0.43482220201852445,0,0
1325,130,5,lirung,0.3002834415214933,0.15565402426760688,0,0,0.25265702734189444,0.280214757801861,0,0
1326,131,5,lirung,0.3002834415214933,0.07546171657529943,0,0,0.029042925912258877,0.13873459943734703,0,0
1327,132,5,lirung,0.3002834415214933,-0.06479469368111102,0,0,-0.18153400285837218,0.008708957767747013,0,0
1328,133,5,lirung,0.3002834415214933,-0.19030751419393155,0,0,-0.28669915271797103,-0.09223988058987581,0,0
1329,134,5,lirung,0.3002834415214933,-0.2208844372708545,0,0,-0.31797317738107234,-0.15427875539343042,0,0
1330,135,5,lirung,0.3002834415214933,-0.2683844372708546,0,0,-0.32272548559141473,-0.21125166123210956,0,0
1331,136,5,lirung,0.3002834415214933,-0.2847305911170085,0,0,-0.31414909703479704,-0.2701794798469029,0,0
1332,137,5,lirung,0.3002834415214933,-0.31503917787908353,0,0,-0.30233305886067957,-0.31664479690062686,0,0
1333,138,5,lirung,0.3002834415214933,-0.30929789880931613,0,0,-0.30075712515925146,-0.35217727733933213,0,0
1334,139,5,lirung,0.3002834415214933,-0.3380088363093161,0,0,-0.2795954255579167,-0.3884474628978371,0,0
1335,140,5,lirung,0.3002834415214933,-0.3462119613093161,0,0,-0.25657643053825596,-0.41266027540617695,0,0
1336,141,5,lirung,0.3002834415214933,-0.39816508630931613,0,0,-0.2289241351014325,-0.44752958115436525,0,0
1337,142,5,lirung,0.3002834415214933,-0.3839072738093161,0,0,-0.21504796920843572,-0.4796978078017878,0,0
1338,143,5,lirung,0.3002834415214933,-0.3733844372708546,0,0,-0.1822067753691975,-0.519058203902792,0,0
1339,144,5,lirung,0.3002834415214933,-0.3844648835421406,0,0,-0.21560023102885983,-0.3774208080514926,0,0
1340,145,5,lirung,0.3002834415214933,-0.2907625934658047,0,0,-0.29866850313768833,-0.06632998055034205,0,0
1341,146,5,lirung,0.3002834415214933,0.03278854397675346,0,0,-0.06138814440319218,0.17271321884395863,0,0
1342,147,5,lirung,0.3002834415214933,0.35128483065928295,0,0,0.2022401150355515,0.31076208006144745,0,0
1343,148,5,lirung,0.3002834415214933,0.6290339357230578,0,0,0.39704705223472736,0.43394991680563894,0,0
1344,149,5,lirung,0.3002834415214933,0.66752879201194,0,0,0.5548112307497535,0.5357066823285545,0,0
1345,150,5,lirung,0.3002834415214933,0.7044249272776405,0,0,0.6432419751801426,0.6062549213386328,0,0
1346,151,5,lirung,0.3002834415214933,0.6826079653882148,0,0,0.6645189981723381,0.6138268293536666,0,0
1347,152,5,lirung,0.3002834415214933,0.5166193897478978,0,0,0.5777620350238335,0.5522218053096917,0,0
1348,153,5,lirung,0.3002834415214933,0.35293969661053126,0,0,0.44285735429803696,0.43482220201852445,0,0
1349,154,5,lirung,0.3002834415214933,0.15565402426760688,0,0,0.25265702734189444,0.280214757801861,0,0
1350,155,5,lirung,0.3002834415214933,0.07546171657529943,0,0,0.029042925912258877,0.13873459943734703,0,0
1351,156,5,lirung,0.3002834415214933,-0.06479469368111102,0,0,-0.18153400285837218,0.008708957767747013,0,0
1352,157,5,lirung,0.3002834415214933,-0.19030751419393155,0,0,-0.28669915271797103,-0.09223988058987581,0,0
1353,158,5,lirung,0.3002834415214933,-0.2208844372708545,0,0,-0.31797317738107234,-0.15427875539343042,0,0
